primary_promoter_window_width_bp	primary_minimum_ATAC_overlap_bp	sensitivity_promoter_window_width_bp	sensitivity_minimum_ATAC_overlap_bp	rank_by_putative_loop_count	gene_id	gene_symbol	n_gained_putative_loops	n_5kb_putative_loops	n_10kb_putative_loops	n_25kb_putative_loops
2001	50	4001	50	244	ENSRNOG00000001773	Senp2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000032669	Serpina1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000045931	Sik3	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000057031	Six3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000037680	Skint8	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000005794	Slc10a1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000019490	Slc20a2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000016337	Slc22a1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000020562	Slc22a18	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000042387	Slc25a6	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000004510	Slc35b1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000055089	Slc44a1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000038055	Slc47a2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000003134	Slc4a4	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000011339	Slk	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000031135	Smarcc2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000007495	Smpx	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000006776	Smyd1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000009594	Snai1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000011944	Snx10	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000001258	Snx8	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000059008	Socs7	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000013391	Sorbs2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000010934	Spa17	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000070391	Spaar	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000012840	Sparc	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000062590	Spetex-2Fl1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000036711	Spn	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000005209	Spred1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000070996	Spred1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000004888	Spred2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000017212	Spsb1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000013050	Spz1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000003013	Srpx	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000001439	Srrm3	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000060010	Ss18l1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000007920	Ssbp3	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000001837	Sst	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000046984	St6galnac6	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000020425	Stim1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000027911	Stkld1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000011705	Stmn2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000011006	Stoml3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000031448	Stpg1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000040136	Stpg4	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000015420	Stxbp1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000060005	Surf4	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000004200	Sybu	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000018960	Syne1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000017114	Synj2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000019181	Synpo	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000008203	Synpr	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000009183	Szrd1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000028082	Tal2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000052840	Tanc2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000061876	Tas1r2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000011114	Tbpl1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000066988	Tbpl1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000005049	Tbr1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000019565	Tbx15	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000008618	Tex10	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000026712	Tex13a	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000023698	Tex14	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000038921	Tex35	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000032395	Tfcp2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000001162	Tff2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000001159	Tff3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000024562	Tgfbrap1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000045829	Thbs1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000006649	Thrb	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000020271	Tial1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000042070	Ticam2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000013179	Tinagl1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000006395	Tldc2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000007713	Tmcc3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000063089	Tmem139	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000003769	Tmem163	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000023152	Tmem201	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000028085	Tmem255a	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000021316	Tmem98	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000042499	Tmsb10	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000064090	Tmsb10	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000007664	Tnfrsf13c	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000002548	Tnn	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000026344	Togaram2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000003398	Tomm40l	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000042441	Tpd52l3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000051627	Tra2b-ps3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000022540	Trex1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000056135	Tsc22d3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000018122	Tspan17	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000020599	Tssk6	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000013877	Ttc23	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000011101	Twist1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000056693	U1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000017983	Ubac1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000010727	Ube2r2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000016930	Ube2s	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000008108	Ubr7	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000002643	Ugdh	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000037505	Ulk1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000030213	Vps13c	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000042220	Vsx1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000027355	Wdr36	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000004476	Wif1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000009956	Wnk1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000061624	Y_RNA	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000016995	Zap70	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000013944	Zc3hav1l	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000039743	Zdhhc11	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000022686	Zdhhc2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000011285	Zdhhc22	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000008765	Zfhx4	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000003981	Zfp18	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000011544	Zfp219	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000027436	Zfp324	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000014191	Zfp395	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000017001	Zfp652	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000024535	Zzef1	1	0	1	0
